0,0,9,3,3,3,3,6,13,7,6,13,7,3,3,10,9,3,3,6,13,7,6,13,7,3,3,3,3,10,0,0,
0,0,1,13,13,13,13,13,23,13,13,23,13,13,13,2,1,13,13,13,23,13,13,23,13,13,13,13,13,2,0,0,
0,0,1,13,8,4,4,5,13,8,4,4,4,5,13,2,1,13,8,4,4,4,5,13,8,4,4,5,13,2,0,0,
0,0,1,13,7,3,10,1,13,7,3,3,3,6,13,7,6,13,7,3,3,3,6,13,2,9,3,6,13,2,0,0,
0,0,1,13,13,13,2,1,23,13,13,23,13,13,23,13,13,23,13,13,23,13,13,23,2,1,13,13,13,2,0,0,
0,0,11,4,5,13,2,1,13,8,5,13,8,4,4,4,4,4,4,5,13,8,5,13,2,1,13,8,4,12,0,0,
0,0,9,3,6,13,7,6,13,2,1,13,7,3,3,10,9,3,3,6,13,2,1,13,7,6,13,7,3,10,0,0,
0,0,1,13,13,23,13,13,13,2,1,13,13,13,13,2,1,13,13,13,13,2,1,13,13,13,23,13,13,2,0,0,
0,0,1,13,8,4,4,4,4,12,11,4,4,5,13,2,1,13,8,4,4,12,11,4,4,4,4,5,13,2,0,0,
0,0,1,13,7,3,3,3,3,3,3,3,3,6,13,7,6,13,7,3,3,3,3,3,3,3,3,6,13,2,0,0,
0,0,1,13,13,13,13,13,13,13,13,13,13,13,23,13,13,23,13,13,13,13,13,13,13,13,13,13,13,2,0,0,
0,0,11,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,12,0,0

[layer]
type=Points
data=
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,24,24,24,24,24,24,24,24,24,24,24,24,0,0,24,24,24,24,24,24,24,24,24,24,24,24,0,0,0,
0,0,0,24,0,0,0,0,24,0,0,0,0,0,24,0,0,24,0,0,0,0,0,24,0,0,0,0,24,0,0,0,
0,0,0,25,0,0,0,0,24,0,0,0,0,0,24,0,0,24,0,0,0,0,0,24,0,0,0,0,25,0,0,0,
0,0,0,24,0,0,0,0,24,0,0,0,0,0,24,0,0,24,0,0,0,0,0,24,0,0,0,0,24,0,0,0,
0,0,0,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,0,0,0,
0,0,0,24,0,0,0,0,24,0,0,24,0,0,0,0,0,0,0,0,24,0,0,24,0,0,0,0,24,0,0,0,
0,0,0,24,0,0,0,0,24,0,0,24,0,0,0,0,0,0,0,0,24,0,0,24,0,0,0,0,24,0,0,0,
0,0,0,24,24,24,24,24,24,0,0,24,24,24,24,0,0,24,24,24,24,0,0,24,24,24,24,24,24,0,0,0,
0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,
0,0,0,24,24,24,24,24,24,24,24,24,24,24,24,0,0,24,24,24,24,24,24,24,24,24,24,24,24,0,0,0,
0,0,0,24,0,0,0,0,24,0,0,0,0,0,24,0,0,24,0,0,0,0,0,24,0,0,0,0,24,0,0,0,
0,0,0,24,0,0,0,0,24,0,0,0,0,0,24,0,0,24,0,0,0,0,0,24,0,0,0,0,24,0,0,0,
0,0,0,25,24,24,0,0,24,24,24,24,24,24,24,0,0,24,24,24,24,24,24,24,0,0,24,24,25,0,0,0,
0,0,0,0,0,24,0,0,24,0,0,24,0,0,0,0,0,0,0,0,24,0,0,24,0,0,24,0,0,0,0,0,
0,0,0,0,0,24,0,0,24,0,0,24,0,0,0,0,0,0,0,0,24,0,0,24,0,0,24,0,0,0,0,0,
0,0,0,24,24,24,24,24,24,0,0,24,24,24,24,0,0,24,24,24,24,0,0,24,24,24,24,24,24,0,0,0,
0,0,0,24,0,0,0,0,0,0,0,0,0,0,24,0,0,24,0,0,0,0,0,0,0,0,0,0,24,0,0,0,
0,0,0,24,0,0,0,0,0,0,0,0,0,0,24,0,0,24,0,0,0,0,0,0,0,0,0,0,24,0,0,0,
0,0,0,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

